ANO,TRIMESTRE,DEPARTAMENTO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACION DANE,No. INSTITUCIONES
2019,1,NORTE DE SANTANDER,LOS PATIOS,12068,93754,94
2019,4,SUCRE,SAN BENITO ABAD,15,29282,30
2019,1,CALDAS,NORCASIA,291,6075,7
2019,2,CORDOBA,CHINU,3210,48323,49
2018,4,ATLANTICO,PUERTO COLOMBIA,27176,49264,49
2019,1,BOYACA,CHIVOR,42,2504,3
2019,4,CUNDINAMARCA,SUESCA,213,17902,19
2020,1,BOLIVAR,HATILLO DE LOBA,26,13012,13
2019,4,CAQUETA,VALPARAISO,119,6968,7
2019,3,CHOCO,NUQUI,392,16459,17
2019,3,CUNDINAMARCA,CUCUNUBA,67,7935,8
2019,4,CUNDINAMARCA,ANOLAIMA,384,14161,14
2019,4,CESAR,AGUACHICA,10184,114569,115
2018,3,CALDAS,VICTORIA,223,10157,11
2019,2,TOLIMA,ICONONZO,362,11891,12
2018,4,SANTANDER,PUENTE NACIONAL,152,14654,15
2020,1,SAN ANDRES Y PROVIDENCIA,SAN ANDRES,3233,57433,58
2018,4,BOLIVAR,TURBACO,8698,105166,105
2018,4,CHOCO,RIOSUCIO,92,53449,54
2018,3,CUNDINAMARCA,TIBIRITA,58,3158,4
2019,2,SANTANDER,GUADALUPE,78,4473,5
2018,4,SANTANDER,SANTA BARBARA,30,2401,3
2020,1,TOLIMA,CHAPARRAL,2874,50741,51
2019,3,CUNDINAMARCA,GACHETA,242,8439,9
2018,3,ANTIOQUIA,TARAZA,1267,26964,27
2019,2,SANTANDER,CEPITA,50,2018,2
2019,3,SANTANDER,BUCARAMANGA,142427,595635,596
2019,1,CAQUETA,SAN JOSE DEL FRAGUA,24,12949,13
2019,2,NARI�O,ALBAN,1052,9443,10
2020,1,TOLIMA,ATACO,60,19117,19
2018,4,PUTUMAYO,LEGUIZAMO,242,28468,29
2018,3,CORDOBA,LORICA,5745,113909,114
2019,3,CORDOBA,SAN ANDRES SOTAVENTO,671,48215,48
2019,1,CHOCO,ALTO BAUDO,34,27982,29
2019,3,CAUCA,TORIBIO,30,36016,37
2019,3,ATLANTICO,PONEDERA,217,24877,25
2020,1,CASANARE,HATO COROZAL,73,12108,12
2019,2,CALDAS,VILLAMARIA,10898,66189,67
2018,4,BOYACA,SAN JOSE DE PARE,57,4988,6
2019,4,BOYACA,CALDAS,15,3127,4
2019,3,SANTANDER,JESUS MARIA,30,3337,4
2018,4,NARI�O,IPIALES,7444,116136,117
2020,1,NARI�O,IPIALES,7017,115836,117
2019,3,NORTE DE SANTANDER,EL ZULIA,591,28240,29
2019,1,CUNDINAMARCA,VILLAGOMEZ,51,1783,2
2019,4,TOLIMA,LIBANO,1925,36432,37
2019,3,CUNDINAMARCA,SUPATA,132,5361,6
2019,4,SUCRE,SAMPUES,1473,47746,48
2019,3,BOYACA,BERBEO,49,1587,2
2019,3,TOLIMA,MELGAR,5356,37191,38
2019,2,NARI�O,NARI�O,88,4355,4
2019,4,CUNDINAMARCA,UBAQUE,193,6875,7
2018,3,SANTANDER,GALAN,46,2886,4
2018,3,BOYACA,JERICO,42,3929,4
2018,3,CUNDINAMARCA,SAN CAYETANO,36,4846,5
2019,4,ANTIOQUIA,BARBOSA,5902,53242,54
2018,3,VAUPES,YAVARATE,0,1048,2
2020,1,BOLIVAR,SAN JACINTO DEL CAUCA,8,10643,11
2018,3,AMAZONAS,PUERTO SANTANDER,0,1758,2
2019,1,ANTIOQUIA,SAN FRANCISCO,237,5776,6
2019,2,CESAR,EL PASO,1751,39365,39
2020,1,SANTANDER,EL CARMEN DE CHUCURI,88,21820,22
2019,3,NARI�O,TAMINANGO,132,17866,18
2019,2,BOYACA,SAN LUIS DE GACENO,125,5476,6
2018,4,CAQUETA,LA MONTA�ITA,116,14714,15
2019,2,CUNDINAMARCA,TAUSA,93,8354,9
2019,4,CUNDINAMARCA,FACATATIVA,19412,148001,149
2019,4,CUNDINAMARCA,FOMEQUE,318,12367,13
2019,3,VALLE DEL CAUCA,TULUA,36522,215978,217
2019,2,ANTIOQUIA,SAN JERONIMO,1321,15710,16
2019,2,SUCRE,GALERAS,31,22673,23
2019,4,GUAVIARE,CALAMAR,337,9801,11
2018,3,BOYACA,MARIPI,45,5741,6
2018,4,CHOCO,EL CANTON DEL SAN PABLO,16,6116,7
2019,1,CESAR,AGUSTIN CODAZZI,4282,62864,63
2018,3,TOLIMA,VENADILLO,712,12817,14
2018,4,SUCRE,BUENAVISTA,9,10441,11
2018,4,ANTIOQUIA,DON MATIAS,2277,18902,19
2018,4,CAUCA,LA SIERRA,30,10749,11
2018,4,CAUCA,SOTARA,39,13939,14
2020,1,CALDAS,LA DORADA,7409,74006,75
2019,2,CUNDINAMARCA,GUADUAS,1554,31869,32
2018,3,BOLIVAR,MONTECRISTO,17,16389,17
2019,4,TOLIMA,ESPINAL,10040,70769,71
2018,3,NARI�O,SAN PABLO,328,15389,16
2018,3,SANTANDER,SOCORRO,3978,32158,33
2018,4,MAGDALENA,CIENAGA,6201,120071,121
2018,4,CESAR,AGUSTIN CODAZZI,4274,60768,61
2020,1,HUILA,ALTAMIRA,37,4367,5
2019,4,ANTIOQUIA,PUERTO NARE,1134,14384,15
2020,1,NARI�O,GUACHUCAL,60,19339,19
2019,2,CALDAS,PENSILVANIA,862,19781,21
2019,1,CHOCO,RIOSUCIO,92,54458,55
2019,4,SANTANDER,VETAS,12,2142,3
2019,3,ANTIOQUIA,LA PINTADA,986,8298,9
2019,3,ANTIOQUIA,ENVIGADO,74021,236114,236
2018,3,QUINDIO,MONTENEGRO,3264,36751,37
2018,3,SUCRE,MAJAGUAL,270,36650,37
2019,1,CESAR,PELAYA,142,21564,22
2018,3,BOYACA,PAJARITO,54,2390,3
2019,1,BOYACA,PAUNA,129,7198,8
2018,3,NARI�O,IMUES,150,7657,8
2020,1,SANTANDER,ARATOCA,374,8487,9
2019,3,BOYACA,SANTA MARIA,158,3518,4
2020,1,TOLIMA,ROVIRA,81,21491,22
2020,1,ANTIOQUIA,VENECIA,1479,11715,12
2019,4,NORTE DE SANTANDER,HERRAN,25,7087,8
2019,4,ANTIOQUIA,DON MATIAS,2608,19332,20
2019,1,CUNDINAMARCA,PANDI,175,5146,5
2019,1,NORTE DE SANTANDER,MUTISCUA,47,4373,5
2019,3,SANTANDER,EL PE�ON,36,5405,6
2020,1,LA GUAJIRA,HATONUEVO,1006,22033,23
2019,2,BOYACA,ALMEIDA,34,1845,3
2019,3,CALDAS,MARULANDA,84,2565,3
2019,2,CUNDINAMARCA,VIANI,78,4497,5
2019,3,SANTANDER,SABANA DE TORRES,1286,33887,35
2019,4,ANTIOQUIA,SAN PEDRO,3809,22447,22
2019,4,RISARALDA,PUEBLO RICO,114,16309,17
2020,1,SANTANDER,SAN JOAQUIN,15,2208,3
2019,2,ANTIOQUIA,BETANIA,550,10274,10
2018,4,HUILA,VILLAVIEJA,78,7288,8
2019,1,VALLE DEL CAUCA,DAGUA,4283,48758,49
2019,2,CUNDINAMARCA,GUASCA,882,16166,17
2019,3,BOYACA,BETEITIVA,25,1943,2
2018,4,CESAR,PELAYA,137,20683,21
2019,1,NORTE DE SANTANDER,BOCHALEMA,29,8529,9
2019,4,ANTIOQUIA,RETIRO,6209,24185,24
2018,3,CUNDINAMARCA,BELTRAN,41,1789,2
2019,4,SANTANDER,SAN BENITO,13,2957,4
2019,2,VALLE DEL CAUCA,SEVILLA,4063,41503,42
2019,4,NORTE DE SANTANDER,VILLA DEL ROSARIO,12065,107288,107
2020,1,SANTANDER,OIBA,59,11175,12
2019,3,CAQUETA,EL DONCELLO,695,19256,20
2020,1,CUNDINAMARCA,GUAYABETAL,229,6744,7
2019,1,ATLANTICO,PALMAR DE VARELA,735,30094,30
2019,3,CAUCA,JAMBALO,41,18240,19
2019,2,MAGDALENA,CIENAGA,6843,122285,123
2019,1,META,VISTAHERMOSA,348,17168,18
2019,2,BOYACA,UMBITA,82,7534,8
2019,2,CAUCA,ALMAGUER,47,18263,19
2019,1,MAGDALENA,ZONA BANANERA,260,71578,72
2019,3,MAGDALENA,EL RETEN,12,20455,21
2019,1,TOLIMA,VILLAHERMOSA,200,9216,10
2019,1,BOYACA,CHINAVITA,112,3198,4
2018,4,NARI�O,SAN BERNARDO,135,9202,10
2019,2,SANTANDER,PUERTO PARRA,127,7846,8
2019,1,HUILA,SAN AGUSTIN,863,33391,34
2019,3,SANTANDER,GUADALUPE,77,4473,5
2018,4,SANTANDER,VALLE DE SAN JOSE,65,6084,6
2018,3,ATLANTICO,PALMAR DE VARELA,790,28932,29
2019,3,TOLIMA,SAN LUIS,319,13481,14
2019,4,TOLIMA,ROVIRA,83,21556,22
2019,1,CAUCA,PAEZ,74,46278,47
2020,1,SANTANDER,SANTA BARBARA,17,2448,3
2019,3,CASANARE,SABANALARGA,126,3583,4
2019,4,CUNDINAMARCA,VILLAPINZON,597,17796,18
2019,3,SUCRE,COLOSO,13,8670,9
2019,3,ANTIOQUIA,LA CEJA,13316,66746,67
2020,1,HUILA,LA PLATA,2172,62380,63
2019,2,VALLE DEL CAUCA,SAN PEDRO,1056,17082,17
2019,4,CUNDINAMARCA,TOCAIMA,425,16136,16
2019,4,ANTIOQUIA,BELLO,111401,538527,539
2019,3,TOLIMA,NATAGAIMA,602,14722,16
2019,1,ANTIOQUIA,AMAGA,3113,30777,31
2019,2,CHOCO,QUIBDO,16870,130042,131
2018,4,SUCRE,SAN LUIS DE SINCE,683,30773,31
2019,2,CUNDINAMARCA,LA VEGA,1005,17830,18
2019,4,CUNDINAMARCA,SUTATAUSA,100,6169,7
2019,3,SANTANDER,SANTA BARBARA,38,2425,2
2019,4,NARI�O,SANDONA,140,20184,21
2020,1,BOYACA,SIACHOQUE,44,6774,7
2019,4,META,SAN CARLOS DE GUAROA,141,12598,13
2018,3,CAQUETA,LA MONTA�ITA,19,14714,15
2019,3,AMAZONAS,PUERTO ARICA,5,1027,2
2019,4,AMAZONAS,LA CHORRERA,34,2947,3
2018,4,CORDOBA,CANALETE,75,15353,16
2019,4,VALLE DEL CAUCA,BUGALAGRANDE,1995,24400,25
2018,3,CORDOBA,PURISIMA,48,17206,18
2019,1,ARAUCA,TAME,942,46741,47
2019,2,BOLIVAR,SANTA CATALINA,612,14747,15
2019,4,GUAINIA,SAN FELIPE,7,1706,2
2018,4,CUNDINAMARCA,GUATAQUI,67,2848,3
2019,4,ATLANTICO,PIOJO,8,6873,7
2019,2,SANTANDER,CHIMA,29,2865,3
2019,2,BOYACA,MONIQUIRA,393,22821,23
2018,4,SANTANDER,CONCEPCION,110,5738,6
2018,4,BOYACA,UMBITA,80,7530,8
2020,1,ANTIOQUIA,REMEDIOS,1868,29629,30
2019,3,TOLIMA,LIBANO,2157,36432,37
2019,2,ATLANTICO,GALAPA,5258,64260,65
2019,3,CUNDINAMARCA,GUATAQUI,41,2811,3
2019,4,BOYACA,GUATEQUE,304,10809,12
2019,4,SANTANDER,JORDAN,9,1325,2
2019,2,CAUCA,CORINTO,426,25342,26
2019,3,SUCRE,SAN ONOFRE,462,50423,51
2019,1,ANTIOQUIA,EL BAGRE,2930,52925,54
2019,3,META,SAN CARLOS DE GUAROA,328,12598,14
2019,1,ANTIOQUIA,FRONTINO,1243,20657,21
2019,4,CUNDINAMARCA,SIBATE,5224,35102,35
2018,4,CUNDINAMARCA,QUEBRADANEGRA,26,4724,6
2018,3,CHOCO,BAJO BAUDO,207,29957,31
2018,4,SUCRE,TOLU VIEJO,480,21339,22
2018,3,ANTIOQUIA,TURBO,10078,124552,125
2018,3,SANTANDER,GsEPSA,218,5114,6
2018,4,CUNDINAMARCA,ANAPOIMA,567,14519,15
2019,3,BOLIVAR,MONTECRISTO,23,17017,17
2019,4,CASANARE,HATO COROZAL,48,12203,12
2019,1,META,CASTILLA LA NUEVA,556,15186,15
2019,3,ANTIOQUIA,YALI,252,7630,8
2019,1,ANTIOQUIA,MURINDO,94,5088,6
2018,3,CASANARE,LA SALINA,46,1417,2
2019,3,ANTIOQUIA,CAICEDO,268,8420,9
2019,2,SANTANDER,ENCISO,54,3444,4
2018,3,CHOCO,MEDIO BAUDO,39,15109,16
2019,2,ATLANTICO,PUERTO COLOMBIA,5817,51695,52
2018,3,BOYACA,PESCA,193,6852,7
2019,4,BOYACA,TINJACA,26,3313,4
2019,4,ANTIOQUIA,SANTO DOMINGO,425,12326,13
2019,3,VALLE DEL CAUCA,EL CAIRO,249,6637,7
2019,2,AMAZONAS,PUERTO SANTANDER,0,1765,2
2019,4,NORTE DE SANTANDER,LOS PATIOS,12992,93754,94
2018,4,VALLE DEL CAUCA,VERSALLES,103,7263,8
2019,4,CUNDINAMARCA,BELTRAN,18,1832,3
2019,4,BOYACA,BRICE�O,21,2175,2
2018,3,RISARALDA,LA VIRGINIA,4161,27923,29
2019,3,CHOCO,BAJO BAUDO,240,30263,31
2019,4,BOYACA,SACHICA,49,5578,6
2019,4,CUNDINAMARCA,GUATAQUI,29,2811,3
2019,2,BOLIVAR,ARROYOHONDO,81,8504,9
2020,1,NARI�O,GUAITARILLA,26,11325,12
2018,3,ANTIOQUIA,SAN JERONIMO,1253,15361,16
2019,2,TOLIMA,CAJAMARCA,361,18443,19
2019,4,SANTANDER,SAN JOSE DE MIRANDA,11,4313,4
2019,3,CAQUETA,VALPARAISO,73,6968,7
2018,3,CUNDINAMARCA,PACHO,694,24413,25
2019,3,CALDAS,MARQUETALIA,213,13368,13
2019,1,CESAR,AGUACHICA,8974,114569,115
2019,4,BOYACA,SAN PABLO DE BORBUR,50,6664,7
2018,4,ANTIOQUIA,COCORNA,691,15444,16
2019,2,QUINDIO,CALARCA,9720,73872,74
2018,3,ATLANTICO,POLONUEVO,1,18197,19
2018,4,CUNDINAMARCA,VILLAGOMEZ,50,1758,3
2019,4,NORTE DE SANTANDER,LA PLAYA,157,7821,9
2019,2,MAGDALENA,EL PI�ON,27,23400,24
2020,1,ANTIOQUIA,PUERTO NARE,1122,14440,15
2018,4,VALLE DEL CAUCA,LA VICTORIA,795,12174,13
2020,1,BOYACA,NUEVO COLON,92,5217,6
2019,3,BOYACA,MUZO,268,8466,9
2020,1,BOYACA,OTANCHE,50,8004,8
2018,3,TOLIMA,RIOBLANCO,233,22771,24
2019,2,ANTIOQUIA,AMAGA,3173,30777,31
2018,4,CALDAS,VICTORIA,225,10157,10
2019,4,SANTANDER,CERRITO,36,6838,7
2018,3,LA GUAJIRA,DISTRACCION,277,13016,14
2019,3,SUCRE,COVE�AS,1411,18892,19
2020,1,NORTE DE SANTANDER,BOCHALEMA,141,8845,9
2019,3,HUILA,ALGECIRAS,164,22498,23
2020,1,CHOCO,RIOSUCIO,152,55232,56
2019,2,CUNDINAMARCA,GUATAQUI,70,2811,4
2018,3,NARI�O,LA FLORIDA,92,10104,11
2018,4,VALLE DEL CAUCA,LA UNION,2763,33953,35
2019,2,META,EL CALVARIO,33,1696,2
2019,3,ANTIOQUIA,GUADALUPE,420,6607,7
2019,3,MAGDALENA,CHIBOLO,27,22715,23
2019,1,BOYACA,SACHICA,127,5578,7
2019,3,ANTIOQUIA,SANTO DOMINGO,419,12326,13
2018,3,CAUCA,SUAREZ,28,31904,33
2020,1,CAUCA,INZA,32,29441,30
2019,3,CORDOBA,PUERTO LIBERTADOR,189,42835,44
2019,3,LA GUAJIRA,DIBULLA,56,40051,40
2018,4,NARI�O,SAN PABLO,367,15389,16
2020,1,CUNDINAMARCA,VILLETA,3402,29128,30
2018,4,CUNDINAMARCA,PASCA,65,9105,9
2019,4,BOYACA,CHINAVITA,25,3198,4
2019,4,BOYACA,BUENAVISTA,22,4396,4
2019,4,ANTIOQUIA,CAMPAMENTO,344,9202,10
2019,2,ANTIOQUIA,ANZA,177,7085,8
2019,3,SANTANDER,LA BELLEZA,288,6174,7
2019,4,NARI�O,LA LLANADA,4,6481,7
2019,2,MAGDALENA,NUEVA GRANADA,22,20485,21
2018,4,SANTANDER,LOS SANTOS,72,14106,15
2019,1,ANTIOQUIA,ANGOSTURA,356,11462,12
2019,3,NORTE DE SANTANDER,EL CARMEN,404,13648,14
2019,1,SANTANDER,GUAPOTA,38,2394,3
2019,4,ANTIOQUIA,ITAGUI,70508,283794,284
2018,3,CHOCO,CONDOTO,366,12663,13
2019,3,CESAR,AGUSTIN CODAZZI,4434,62864,64
2019,4,VALLE DEL CAUCA,RESTREPO,179,15295,16
2019,3,CALDAS,SALAMINA,919,19387,20
2019,4,SUCRE,LOS PALMITOS,1089,23420,24
2020,1,SUCRE,SANTIAGO DE TOLU,1950,34117,34
2020,1,CORDOBA,SAHAGUN,6341,110233,111
2019,4,TOLIMA,ATACO,57,19195,20
2019,1,SANTANDER,EL PE�ON,32,5405,6
2019,1,NORTE DE SANTANDER,CUCUTILLA,79,8307,9
2018,3,SANTANDER,SAN JOAQUIN,44,2241,3
2019,1,SANTANDER,CERRITO,107,6838,7
2019,3,QUINDIO,CALARCA,9903,73872,75
2019,1,NORTE DE SANTANDER,LABATECA,60,6443,7
2019,4,ANTIOQUIA,VEGACHI,624,11910,12
2019,2,CUNDINAMARCA,VILLAGOMEZ,51,1783,2
2019,1,SANTANDER,HATO,33,2349,3
2020,1,SANTANDER,CONFINES,18,3294,4
2019,1,CHOCO,UNION PANAMERICANA,25,6909,7
2019,1,CALDAS,FILADELFIA,170,11399,12
2019,1,NORTE DE SANTANDER,SALAZAR,13,10501,11
2019,4,MAGDALENA,SANTA ANA,21,25750,26
2019,3,CAQUETA,SOLITA,13,6280,7
2019,3,ATLANTICO,REPELON,239,27249,28
2019,1,META,EL DORADO,100,3932,5
2018,4,ANTIOQUIA,SAN PEDRO,2816,21949,22
2018,4,AMAZONAS,PUERTO ALEGRIA,1,748,1
2019,2,CUNDINAMARCA,GACHETA,284,8439,9
2020,1,CUNDINAMARCA,QUETAME,191,5315,6
2019,1,VALLE DEL CAUCA,ZARZAL,5111,42191,43
2019,1,CHOCO,RIO IRO,20,5537,6
2019,2,BOYACA,SATIVANORTE,59,2177,2
2019,3,ANTIOQUIA,ARMENIA,115,5085,6
2018,4,ANTIOQUIA,MARINILLA,7730,64645,66
2019,4,SANTANDER,PINCHOTE,348,5285,6
2020,1,BOYACA,CUITIVA,19,1810,2
2019,1,SUCRE,MAJAGUAL,281,37564,38
2018,3,BOYACA,FIRAVITOBA,187,6662,7
2019,2,CUNDINAMARCA,ALBAN,172,6650,8
2019,1,SUCRE,SUCRE,62,30253,31
2019,1,BOLIVAR,CALAMAR,606,22794,24
2019,3,ATLANTICO,POLONUEVO,7,18941,19
2018,4,TOLIMA,ALPUJARRA,195,4544,5
2019,2,CUNDINAMARCA,GUAYABETAL,155,6485,7
2018,4,CAUCA,BOLIVAR,129,38048,38
2020,1,CUNDINAMARCA,GUASCA,750,16934,18
2019,1,CHOCO,SIPI,30,3202,4
2019,1,CAUCA,SILVIA,40,37713,38
2019,4,SANTANDER,FLORIDABLANCA,66111,300730,301
2019,2,CAUCA,LA SIERRA,28,10674,11
2019,2,NARI�O,POLICARPA,20,9827,11
2019,4,NORTE DE SANTANDER,TOLEDO,130,15937,17
2020,1,BOYACA,LA UVITA,17,2730,3
2019,1,AMAZONAS,PUERTO ARICA,0,1027,2
2018,4,NARI�O,BARBACOAS,80,55633,56
2019,1,CALDAS,ANSERMA,1897,36405,37
2018,4,SANTANDER,FLORIDABLANCA,64264,291935,292
2018,3,BOYACA,PANQUEBA,31,1717,3
2019,4,BOYACA,PAEZ,37,3256,4
2018,4,BOLIVAR,MAHATES,117,27692,29
2019,2,ANTIOQUIA,DON MATIAS,2467,19332,20
2018,3,VAUPES,TARAIRA,4,2215,3
2018,3,BOYACA,COVARACHIA,38,2806,4
2020,1,NARI�O,MOSQUERA,37,12582,13
2019,2,BOYACA,PACHAVITA,30,2447,3
2020,1,NARI�O,CONSACA,24,13738,14
2018,3,GUAVIARE,CALAMAR,181,9528,10
2019,2,CHOCO,NOVITA,24,9116,9
2019,2,BOYACA,VILLA DE LEYVA,1871,16617,17
2019,1,CORDOBA,CERETE,6703,107234,108
2018,3,CUNDINAMARCA,TOPAIPI,34,4139,4
2019,2,ANTIOQUIA,APARTADO,18696,124647,125
2020,1,CORDOBA,CHINU,2648,48694,49
2019,4,CESAR,LA PAZ,1489,28758,30
2019,1,ANTIOQUIA,SANTO DOMINGO,410,12326,13
2018,4,META,MAPIRIPAN,10,7007,8
2019,2,VALLE DEL CAUCA,ALCALA,1059,14189,15
2019,4,SANTANDER,AGUADA,14,1858,3
2018,3,CORDOBA,VALENCIA,819,35694,36
2019,4,QUINDIO,FILANDIA,365,12154,12
2019,3,CAUCA,SUAREZ,29,32226,33
2018,4,MAGDALENA,ALGARROBO,234,15511,16
2019,3,NARI�O,CONTADERO,67,7252,8
2019,3,ANTIOQUIA,ABRIAQUI,85,2710,3
2019,4,BOYACA,SANTA MARIA,61,3518,4
2018,4,SANTANDER,ALBANIA,32,4129,4
2019,3,CORDOBA,MONTERIA,57068,498858,500
2019,4,CAQUETA,EL PAUJIL,435,18251,18
2019,3,CESAR,GAMARRA,28,15458,16
2019,3,QUINDIO,GENOVA,199,7455,8
2019,3,TOLIMA,SUAREZ,161,3788,4
2019,1,HUILA,CAMPOALEGRE,2490,31195,31
2019,1,CALDAS,SUPIA,934,29021,29
2019,2,CUNDINAMARCA,UTICA,152,4324,5
2018,4,ANTIOQUIA,GUADALUPE,400,6560,7
2019,4,SUCRE,BUENAVISTA,6,10727,12
2019,1,NARI�O,LEIVA,7,9653,10
2019,2,BOYACA,SOCOTA,77,7231,8
2019,3,BOYACA,FLORESTA,77,3240,3
2018,3,NARI�O,PASTO,76844,392930,393
2020,1,CUNDINAMARCA,APULO,353,8747,9
2018,4,ANTIOQUIA,CACERES,859,28996,30
2018,3,NARI�O,SAPUYES,53,7346,8
2019,2,CALDAS,LA DORADA,8108,72972,74
2019,4,ANTIOQUIA,EL SANTUARIO,2627,36043,37
2019,3,NARI�O,CUMBITARA,9,5843,6
2019,3,CESAR,BECERRIL,94,22542,23
2018,4,SANTANDER,PIEDECUESTA,29013,170625,172
2018,3,BOLIVAR,SAN FERNANDO,110,12536,13
2019,1,SANTANDER,GsEPSA,291,5222,5
2020,1,CAUCA,CORINTO,195,25440,26
2019,3,TOLIMA,RIOBLANCO,213,22660,24
2019,4,SUCRE,SAN ONOFRE,466,50423,51
2018,4,BOYACA,CHIVATA,39,2788,3
2019,2,ANTIOQUIA,CARAMANTA,271,4670,5
2019,3,CUNDINAMARCA,QUEBRADANEGRA,70,4807,5
2019,3,CHOCO,JURADO,118,6774,8
2018,3,CHOCO,BOJAYA,88,12073,13
2018,4,NARI�O,LEIVA,42,9768,10
2018,3,CORDOBA,MO�ITOS,256,29833,30
2019,4,QUINDIO,GENOVA,85,7455,8
2019,3,BOYACA,SOCOTA,57,7231,8
2020,1,CUNDINAMARCA,YACOPI,46,12564,13
2019,2,BOLIVAR,CICUCO,300,13903,15
2018,3,BOYACA,MONGUA,110,4636,6
2019,2,BOYACA,OICATA,94,2858,4
2019,2,CORDOBA,PUERTO ESCONDIDO,166,24036,25
2019,2,SANTANDER,TONA,77,7562,8
2019,4,NARI�O,BUESACO,45,23909,25
2020,1,SANTANDER,PARAMO,227,4869,5
2019,2,ANTIOQUIA,ARBOLETES,1042,29942,30
2019,4,BOYACA,PAJARITO,48,2400,3
2020,1,BOYACA,GARAGOA,360,18322,19
2018,4,CUNDINAMARCA,PULI,41,3327,4
2020,1,NARI�O,SAN ANDRES DE TUMACO,7371,257052,258
2018,3,CUNDINAMARCA,UTICA,148,4246,4
2019,2,CUNDINAMARCA,SESQUILE,549,12052,12
2019,4,BOYACA,TUNUNGUA,10,1559,2
2019,3,CORDOBA,MO�ITOS,261,30242,31
2020,1,ANTIOQUIA,LA CEJA,14057,68325,69
2018,3,CALDAS,VILLAMARIA,10367,64652,65
2018,4,MAGDALENA,EL RETEN,99,19697,20
2018,4,CAQUETA,FLORENCIA,19126,168346,169
2019,2,CAUCA,MORALES,150,39516,40
2020,1,CAUCA,ARGELIA,217,26588,28
2019,4,NARI�O,CONTADERO,15,7252,8
2019,3,PUTUMAYO,SANTIAGO,162,7284,8
2019,1,BOYACA,SANTANA,549,7643,8
2019,4,ANTIOQUIA,JERICO,1234,13637,14
2019,3,ANTIOQUIA,GRANADA,723,9870,11
2020,1,RISARALDA,LA VIRGINIA,4850,27981,28
2019,1,VALLE DEL CAUCA,LA CUMBRE,306,16422,16
2018,3,BOYACA,BOAVITA,159,5059,6
2018,3,ANTIOQUIA,CONCEPCION,247,4797,5
2020,1,SUCRE,GUARANDA,31,18601,19
2019,1,CUNDINAMARCA,ANOLAIMA,341,14161,15
2019,3,BOYACA,TUTAZA,23,2037,2
2018,3,CHOCO,JURADO,48,6685,7
2019,3,CUNDINAMARCA,YACOPI,164,12367,13
2019,4,CALDAS,MARULANDA,33,2565,3
2019,2,NARI�O,SAPUYES,51,7277,8
2019,1,ANTIOQUIA,VENECIA,1396,11636,12
2020,1,SANTANDER,OCAMONTE,16,5810,6
2019,2,QUINDIO,PIJAO,156,5146,5
2019,2,ANTIOQUIA,CONCEPCION,263,4760,5
2019,1,META,MESETAS,215,10706,11
2019,1,CUNDINAMARCA,LA MESA,2347,34465,35
2018,3,ANTIOQUIA,BELMIRA,300,6000,7
2019,2,SANTANDER,SAN JOSE DE MIRANDA,89,4313,5
2019,3,BOYACA,TIPACOQUE,47,3299,4
2019,1,BOLIVAR,SAN JACINTO,1250,24232,25
2019,4,VICHADA,LA PRIMAVERA,24,9799,10
2019,4,ANTIOQUIA,GUATAPE,1319,8548,9
2019,1,ATLANTICO,POLONUEVO,5,18941,19
2019,4,CUNDINAMARCA,FUQUENE,71,5047,5
2020,1,ANTIOQUIA,NARI�O,353,9947,10
2018,3,HUILA,ALTAMIRA,62,4275,5
2019,4,SANTANDER,MOGOTES,34,10576,11
2019,2,VALLE DEL CAUCA,CAICEDONIA,2868,28609,29
2019,3,VAUPES,CARURU,5,3056,4
2019,1,TOLIMA,HERVEO,287,7266,7
2019,1,CUNDINAMARCA,CUCUNUBA,63,7935,8
2019,3,CUNDINAMARCA,GIRARDOT,19693,105379,106
2018,4,SANTANDER,GALAN,63,2886,3
2019,1,HUILA,ELIAS,10,4257,5
2018,4,CUNDINAMARCA,TENJO,1672,21935,22
2020,1,CHOCO,BAJO BAUDO,99,30472,31
2019,1,SANTANDER,EL CARMEN DE CHUCURI,162,21415,22
2020,1,CUNDINAMARCA,SAN FRANCISCO,934,11844,12
2019,1,MAGDALENA,CIENAGA,6637,122285,123
2019,4,BOYACA,VENTAQUEMADA,100,15920,17
2019,2,SANTANDER,VALLE DE SAN JOSE,66,6222,7
2019,2,CAUCA,CAJIBIO,269,42439,43
2019,4,RISARALDA,PEREIRA,110065,472406,473
2018,4,SANTANDER,PALMAS DEL SOCORRO,33,2535,3
2019,1,AMAZONAS,TARAPACA,13,3869,5
2019,1,TOLIMA,CUNDAY,325,8518,9
2019,4,CUNDINAMARCA,GUADUAS,1109,31869,33
2019,3,CUNDINAMARCA,MOSQUERA,32141,141171,142
2018,4,CORDOBA,PUEBLO NUEVO,1049,35655,36
2020,1,SUCRE,MAJAGUAL,400,38306,39
2020,1,CUNDINAMARCA,ZIPACON,34,5022,5
2018,3,BOYACA,BETEITIVA,23,1963,2
2019,2,VALLE DEL CAUCA,CARTAGO,22356,136596,137
2019,1,BOYACA,CHITARAQUE,71,5843,6
2020,1,CALDAS,SUPIA,1455,29363,30
2019,1,SUCRE,OVEJAS,623,23148,23
2019,1,NARI�O,EL PE�OL,59,7443,8
2019,4,ANTIOQUIA,BURITICA,449,9502,10
2019,3,RISARALDA,LA VIRGINIA,4620,27916,29
